Bank Code,Bank Full Name,Year,Classification,Number of Employees,Number of Branches,Labour productivity,Network productivity,Employees Ratio,Branches Ratio,Total Deposits,Total Shareholder's Equity,Total Loans,Loan Loss Provisions  ,Non-performing Loans  ,Total Fixed Assets,Liquid Assets,Total Assets,Total Deposits Ratio,Total Loans Ratio,Total Assets Ratio,Interest Expenses,Non-Interest Expenses,Personnel Expenses,Occupancy Expenses,Other Expenses,Total Operating Expenses,Core Cost,Total Cost,Core Cost Ratio,Total Cost Ratio,Interest Incomes,Non-Interest Income,Other Incomes,Total Income,Total Income Ratio,Equity Over Total Assets,Equity Over Total Deposits,Non-performing Loans Ratio,Loan Loss Provisions Ratio,Returns Over Assets,Returns Over Equity,Net Interest Margin,Cost-Income Ratios,Liquid Assets Over Total Assets,Liquid Assets Over Total Deposits,Cumulative Gaps Over Total Assets,Off-balance Sheet Activities,Profits Before Tax,Profits After Tax
VBSP,Vietnam Bank for Social Policies,2019,JSCB,,167,,14996.49,,0.02,1975014,19147961,89005961,,,1689008,1104200,91799169,0,0.01,0.01,3417677,1386231,,,,,3417677,4803908,0.01,0.01,5120712,2934918,-747308,7308322,0.01,20.86,969.51,,,2.73,13.08,154.23,65.73,1.2,55.91,50.4,,2504414,2504414
VBSP,Vietnam Bank for Social Policies,2020,JSCB,,,,,,,2843140,19880891,3054934,,,,103945066,107000000,0,0,0.01,9498368,,,,,,9498368,9498368,0.02,0.01,9899655,,,9899655,0.01,18.58,699.26,,,0.38,2.02,0.39,95.95,97.14,3656,64.9,,401287,401287
VBSP,Vietnam Bank for Social Policies,2021,JSCB,,,,,,,4046408,22878948,3429866,,,,118570134,122000000,0,0,0.01,11000000,,,,,,11000000,11000000,0.03,0.02,11261918,,,11261918,0.02,18.75,565.41,,,0.21,1.14,0.22,97.67,97.19,2930.26,64.59,,261918,261918
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2002,SOCB,4185,41,53.45,5455.78,0.91,0.59,56422051,4397848,29295180,650476,1035645,296471,51904028,81495679,0.28,0.14,0.25,2486590,444717,106763,141325,115176,363264,2734678,2931307,0.29,0.28,3347318,496940,-584000,3260258,0.29,5.4,7.79,3.54,2.22,0.27,5.09,1.66,89.91,63.69,91.99,55.09,19110934,328951,223687
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2003,SOCB,5000,86,119.25,6932.95,0.12,0.04,71810035,5734965,39629761,794699,372414,334498,58150944,98115203,0.25,0.14,0.23,2907231,581920,200641,172357,118827,491825,3280229,3489151,0.18,0.15,4040134,764838,-439006,4365966,0.18,5.85,7.99,0.94,2.01,0.61,10.4,1.95,79.92,59.27,80.98,45.96,19003526,876815,596234
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2004,SOCB,5589,114,197.5,9682.57,0.11,0.04,88502838,7180787,53604547,828835,626474,971245,66259310,120835102,0.24,0.14,0.21,2440551,1012549,226010,157544,499273,882827,2824105,3453100,0.12,0.12,4337112,1077139,-462566,4951685,0.15,5.94,8.11,1.17,1.55,0.91,15.37,2.86,69.74,54.83,74.87,52.19,16548327,1498585,1103813
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2005,SOCB,6700,124,192.92,10423.81,0.1,0.03,108313175,8415901,61043981,1342730,2092667,1094530,75660631,137799142,0.22,0.13,0.19,3034139,1142186,394430,231729,340781,966940,3660298,4176325,0.11,0.1,6344256,1150498,-1558546,5936208,0.13,6.11,7.77,3.43,2.2,0.94,15.36,4.37,70.35,54.91,69.85,60.07,20564761,1759883,1292553
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2006,SOCB,7277,146,393.16,19596.16,0.1,0.04,111916337,11228106,67742519,1491631,1860700,1109918,99767026,168619463,0.18,0.12,0.17,5272825,1466406,445597,315872,529691,1291160,6034294,6739231,0.11,0.11,9089610,1398018,128859,10616487,0.15,6.66,10.03,2.75,2.2,1.7,25.48,3.83,63.48,59.17,89.14,38.19,61293090,3877256,2861039
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2007,SOCB,9190,205,260.06,11658.3,0.09,0.05,141589093,13527759,97631494,2102946,3597054,1049157,100785700,199466351,0.15,0.11,0.13,7333973,1915606,645406,336970,645364,1627740,8316349,9249579,0.1,0.1,11338900,2003685,-944281,12398304,0.11,6.78,9.55,3.68,2.15,1.2,17.67,3.97,74.6,50.53,71.18,38.82,85825038,3148725,2389952
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2008,SOCB,9212,75,163.49,20081.37,0.07,0,157067019,13945829,112792965,4175342,5202045,1361086,112110811,226264862,0.13,0.1,0.12,7340053,1849850,769507,274003,593060,1636570,8383563,9189903,0.06,0.06,11035298,2013202,-1987518,11060982,0.06,6.16,8.88,4.61,3.7,0.67,10.8,3.3,83.08,49.55,71.38,29.55,58981550,1871079,1506103
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2009,SOCB,10401,78,379.27,50573.76,0.08,0,169071562,16710333,141621126,4625120,3498684,1505260,116994617,260121003,0.11,0.09,0.1,8794892,3995790,1983950,755935,754032,3493917,11534777,12790682,0.08,0.08,15293558,3290011,-788513,17795056,0.09,6.42,9.88,2.47,3.27,1.52,23.61,5.55,71.88,44.98,69.2,31.52,45359074,5004374,3944753
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2010,SOCB,11415,85,376.96,50624.02,0.07,0,204755949,20736729,176813906,5572588,5147552,1586093,134793927,313193926,0.1,0.09,0.09,12392225,5224695,2603191,902321,1072273,4577785,15897737,17616920,0.07,0.07,20587489,3982464,-1384183,23185770,0.08,6.62,10.13,2.91,3.15,1.37,20.75,6.08,75.98,43.04,65.83,37.32,51271798,5568850,4303042
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2011,SOCB,12565,89,335.64,47385.75,0.07,0,227016854,28638696,209417633,5328154,4257959,2605744,160027056,372050433,0.1,0.09,0.09,20933053,8004542,3188514,1091815,1419508,5699837,25213382,28937595,0.07,0.07,33354733,4753796,-3473529,34635000,0.08,7.7,12.62,2.03,2.54,1.13,14.73,7.76,83.55,43.01,70.49,42.37,52932200,5697405,4217332
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2012,SOCB,13637,92,324.65,48121.8,0.08,0.01,284414568,41553063,241162675,5292698,5795940,3659582,174945514,419767771,0.1,0.09,0.09,20792904,7009730,3353516,1258784,1403336,6015636,25405204,27802634,0.07,0.07,31746997,5148498,-3328964,33566531,0.08,9.9,14.61,2.4,2.19,1.05,10.65,6.26,82.83,41.68,61.51,44.47,47412807,5763897,4427206
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2013,SOCB,14099,93,310.49,47070.77,0.08,0,332245598,42386065,274314209,6450805,7475360,4085686,197044942,475444837,0.1,0.09,0.1,17516269,7463155,3308221,1322243,1613597,6244061,22146733,24979424,0.07,0.07,28298671,5944046,-3520217,30722500,0.08,8.92,12.76,2.73,2.35,0.92,10.33,5.47,81.31,41.44,59.31,48.54,49328136,5743076,4377582
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2014,SOCB,14099,102,327.08,45210.97,0.08,0.01,422203780,43350720,323332037,7042994,7483424,4445613,256254181,584031831,0.11,0.1,0.11,16213598,8413076,3494352,1600081,1767494,6861927,21308031,24626674,0.08,0.07,27988051,7080865,-4565750,30503166,0.08,7.42,10.27,2.31,2.18,0.79,10.64,4.59,80.73,43.88,60.69,54.55,53797374,5876492,4611519
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2015,SOCB,14755,108,361.37,49370.99,0.08,0.02,500528267,45172342,387151704,8609878,7137263,5039473,290813341,683004518,0.11,0.1,0.11,15907697,10226176,4283737,1820583,2201929,8306249,22012017,26133873,0.08,0.08,31360729,7668692,-6068091,32961330,0.08,6.61,9.02,1.84,2.22,0.78,11.8,5.31,79.29,42.58,58.1,47.13,77968135,6827457,5332067
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2016,SOCB,,,,,,,590451344,48145556,460808440,8086753,6922371,5729637,329483764,796021841,0.11,0.1,0.11,19185461,2596127,,,,,19185461,21781588,0.06,0.06,37718211,8949236,-6368707,40298740,0.09,6.05,8.15,1.5,1.75,2.11,34.96,5.62,54.05,41.39,55.8,49.63,,18517152,16834059
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2017,SOCB,,,,,,,708519717,52557959,543434460,8113056,6208689,6162361,493809518,1043406339,0.11,0.1,0.12,24221222,3096268,,,,,24221222,27317490,0.06,0.06,46158768,10564843,-6198415,50525196,0.09,5.04,7.42,1.14,1.49,2.01,39.91,4.44,54.07,47.33,69.7,42.04,,23207706,20976933
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2018,SOCB,17215,110,849.38,132927.84,0.06,0.01,801929115,62179379,631866758,10293509,6222993,6527466,445925845,1084320069,0.12,0.1,0.12,27455435,17512296,7677596,797551,5135947,13611094,35930582,44967731,0.08,0.08,55863951,14771119,-7398113,63236957,0.1,5.73,7.75,0.98,1.63,1.35,23.52,6.37,71.11,41.12,55.61,55.46,174357394,18269226,14622062
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2019,SOCB,18948,115,977.73,161095.55,0.07,0.01,928450869,80882982,734706891,10416789,5803933,6710443,491718313,1233135647,0.12,0.1,0.12,33146840,20871208,8668512,826761,6322302,15817575,42642113,54018048,0.08,0.09,67724190,16206664,-6790429,77140425,0.1,6.56,8.71,0.79,1.42,1.5,22.9,7.03,70.03,39.88,52.96,57.02,202919675,23122377,18525988
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2020,SOCB,20062,120,920.77,153937.65,0.07,0.01,1032113567,94094979,839788261,19242794,5229569,8539362,497145263,1345472886,0.12,0.11,0.11,32919659,20763557,7674765,1168499,7194986,16038250,41762923,53683216,0.07,0.08,69205134,17502373,-9974730,76732777,0.09,6.99,9.12,0.62,2.29,1.37,19.63,7.3,69.96,36.95,48.17,60.63,214864401,23049561,18472518
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2021,SOCB,21670,125,1012.42,175512.36,0.09,0.01,1135323913,109117393,960749955,25975668,6121128,8626043,471272257,1440648255,0.14,0.12,0.13,28349385,22160740,9586008,1412306,6575874,17574188,39347699,50510125,0.09,0.09,70749002,18910504,-11760801,77898705,0.11,7.57,9.61,0.64,2.7,1.52,20.11,9,64.84,32.71,41.51,64.08,200643581,27388580,21939045
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,2022,SOCB,22599,122,2025.53,375204.52,0.08,0.01,1243468471,135646085,1145066250,24779418,7820421,7985400,685542938,1838594588,0.13,0.12,0.13,34866222,27710797,10704534,1345198,9200780,21250512,46915954,62577019,0.08,0.09,88112700,21296628,-9464218,99945110,0.1,7.38,10.91,0.68,2.16,2.49,33.75,7.77,62.61,37.29,55.13,43.64,337780099,37368091,45774951
VCPB,Viet Capital Commercial Joint Stock Bank,2004,JSCB,,,,,,,282223,34817,329034,413,,956,127645,457635,0,0,0,24248,5359,2799,93,2425,5317,27140,29607,0,0,35164,,-548,34616,0,7.61,12.34,,0.13,0.96,12.63,8.55,85.53,27.89,45.23,22.16,,5009,4399
VCPB,Viet Capital Commercial Joint Stock Bank,2005,JSCB,,,,,,,333470,91522,390211,824,,864,111612,502687,0,0,0,30598,7591,4504,184,2619,7307,35286,38189,0,0,47221,,-3864,43357,0,18.21,27.45,,0.21,0.52,2.83,14.89,88.08,22.2,33.47,58.14,,5168,2594
VCPB,Viet Capital Commercial Joint Stock Bank,2006,JSCB,114,5,516.46,11775.4,0,0,332188,229758,521006,278,,6184,256683,783873,0,0,0,35142,11920,,,,,35142,47062,0,0,62182,55057,-3897,113342,0,29.31,69.17,,0.05,7.51,25.63,10.53,41.52,32.75,77.27,33.46,,66280,58877
VCPB,Viet Capital Commercial Joint Stock Bank,2007,JSCB,216,11,298.05,5852.55,0,0,417162,755452,1051172,2094,4600,40566,944677,2036415,0,0,0,55735,48927,9726,993,9173,19892,66454,104662,0,0,110481,97136,-1923,205694,0,37.1,181.09,0.44,0.2,3.16,8.52,5.8,50.88,46.39,226.45,3.69,,101032,64378
VCPB,Viet Capital Commercial Joint Stock Bank,2008,JSCB,368,26,13.43,190.04,0,0,619821,1054151,1296136,3307,16043,109785,1942486,3348407,0,0,0,118993,56705,31091,2611,21795,55497,152695,175698,0,0,218940,-35677,-1330,181933,0,31.48,170.07,1.24,0.26,0.15,0.47,5.15,96.57,58.01,313.39,-19.28,,6235,4941
VCPB,Viet Capital Commercial Joint Stock Bank,2009,JSCB,540,28,101.16,1950.96,0,0,1161517,1106845,2314882,17877,80446,127950,887110,3329942,0,0,0,138921,76160,41270,6989,23960,72219,187180,215081,0,0,270648,31304,-14827,287125,0,33.24,95.29,3.48,0.77,1.64,4.94,14.85,74.91,26.64,76.38,29.96,,72044,54627
VCPB,Viet Capital Commercial Joint Stock Bank,2010,JSCB,580,29,97.48,1949.69,0,0,3181319,2078311,3662841,36641,148942,124581,4437982,8225404,0,0,0,378503,113333,55705,8943,44097,108745,443151,491836,0,0,569517,16108,-18648,566977,0,25.27,65.33,4.07,1,0.69,2.72,4.3,86.75,53.95,139.5,18.65,,75141,56541
VCPB,Viet Capital Commercial Joint Stock Bank,2011,JSCB,673,31,401.09,8707.55,0,0,5231507,3300615,4380300,46920,118341,173469,12414470,16968239,0,0,0,1031748,217776,89744,11229,107382,208355,1132721,1249524,0,0,1453945,166139,-10519,1609565,0,19.45,63.09,2.7,1.07,1.59,8.18,3.4,77.63,73.16,237.3,-16.94,,360041,269934
VCPB,Viet Capital Commercial Joint Stock Bank,2012,JSCB,922,38,221.45,5373.08,0.01,0,10298788,3265487,7781837,73292,147469,200797,12687781,20670415,0,0,0,1747797,815464,146907,13135,193370,353412,1907839,2563261,0.01,0.01,2217125,660357,-41964,2835518,0.01,15.8,31.71,1.9,0.94,0.99,6.25,3.7,90.4,61.38,123.2,14.04,,272257,204177
VCPB,Viet Capital Commercial Joint Stock Bank,2013,JSCB,955,,107.96,,0.01,,12042042,3218641,10033509,124321,412190,402387,12622712,23058608,0,0,0,1263198,1696298,172451,29450,201009,402910,1465099,2959496,0,0.01,1738927,1410658,-55406,3094179,0.01,13.96,26.73,4.11,1.24,0.45,3.2,3.77,95.65,54.74,104.82,4.94,,134683,103104
VCPB,Viet Capital Commercial Joint Stock Bank,2014,JSCB,,,,,,,14687247,3313144,12989519,140042,,374038,12418947,25782504,0,0,0,1169419,935806,,,,,1169419,2105225,0,0.01,1694072,1155578,-39248,2810402,0.01,12.85,22.56,,1.08,2.56,19.93,4.22,74.91,48.17,84.56,7.46,,705177,660305
VCPB,Viet Capital Commercial Joint Stock Bank,2015,JSCB,,,,,,,18623768,3313238,15863224,122972,,377389,12778516,29019129,0,0,0,1300457,40382,,,,,1300457,1340839,0,0,1738090,165522,-53882,1849730,0,11.42,17.79,,0.78,1.69,14.81,3.42,72.49,44.03,68.61,23.5,,508891,490584
VCPB,Viet Capital Commercial Joint Stock Bank,2016,JSCB,,,,,,,24610095,3310648,20994294,181669,,335285,11055268,32384847,0,0,0,1443526,37338,,,,,1443526,1480864,0,0,1993149,172449,-69670,2095928,0,10.22,13.45,,0.87,1.87,18.29,4.97,70.65,34.14,44.92,47.95,,615064,605657
VCPB,Viet Capital Commercial Joint Stock Bank,2017,JSCB,,,,,,,27022524,3343722,25031901,247058,,685340,14183675,39900916,0,0,0,1837768,43958,,,,,1837768,1881726,0,0,2506651,146794,-89436,2564009,0,8.38,12.37,,0.99,1.7,20.31,4.72,73.39,35.55,52.49,29.64,,682283,679124
VCPB,Viet Capital Commercial Joint Stock Bank,2018,JSCB,1698,69,55.55,1367.13,0.01,0.01,33495353,3437957,29690468,340532,610973,767628,,,0,0,,2325348,739020,315435,46272,337155,698862,2687055,3064368,0.01,0.01,3125236,182586,-126966,3180856,0,,10.26,2.06,1.15,,2.74,,96.34,,,38.77,22849437,116488,94332
VCPB,Viet Capital Commercial Joint Stock Bank,2019,JSCB,1783,70,70.7,1800.8,0.01,0.01,35218568,3734974,33994686,452296,852748,1190951,,,0,0,,2867058,902691,403891,57408,397924,859223,3328357,3769749,0.01,0.01,3799434,238838,-110421,3927851,0.01,,10.61,2.51,1.33,,3.38,,95.97,,,40.31,32329916,158102,126056
VCPB,Viet Capital Commercial Joint Stock Bank,2020,JSCB,1843,80,87.28,2010.7,0.01,0.01,41372546,3890353,39832796,571585,1111586,1261501,,,0,0,,3218923,921959,427953,59551,379957,867461,3706427,4140882,0.01,0.01,4323598,365674,-346902,4342370,0.01,,9.4,2.79,1.43,,4.13,,95.36,,,41.81,29287017,201488,160856
VCPB,Viet Capital Commercial Joint Stock Bank,2021,JSCB,2082,88,119.52,2827.7,0.01,0.01,45244577,4639089,46389215,700505,1175929,1226824,,,0.01,0.01,,3151732,1130742,554330,62097,434988,1051415,3768159,4282474,0.01,0.01,4586594,377760,-370432,4593922,0.01,,10.25,2.53,1.51,,5.36,,93.22,,,25.97,8215199,311448,248838
VCPB,Viet Capital Commercial Joint Stock Bank,2022,JSCB,2344,88,155.31,4136.91,0.01,0.01,50129097,5002586,50859390,741463,1418559,1420971,26787136,79067497,0.01,0.01,0.01,3827878,1362281,638297,65434,533107,1236838,4531609,5190159,0.01,0.01,5541744,328815,-224345,5646214,0.01,6.33,9.98,2.79,1.46,0.46,7.28,6.4,91.92,33.88,53.44,32.78,34424502,456055,364048
VIB,Vietnam International Commercial Joint Stock Bank,2005,JSCB,,,,,,,5268617,592787,5278677,23471,23471,33984,3655020,8967681,0.01,0.01,0.01,339818,102517,39550,5307,57660,102517,384675,442335,0.01,0.01,530133,19313,-10800,538646,0.01,6.61,11.25,0.44,0.44,0.78,11.86,5.21,82.12,40.76,69.37,17.05,,96311,70328
VIB,Vietnam International Commercial Joint Stock Bank,2006,JSCB,,,,,,,9813515,1189931,9190163,78929,78929,131828,7204632,16526623,0.02,0.02,0.02,641805,212426,84017,17675,110734,212426,743497,854231,0.01,0.01,1030878,89155,-65796,1054237,0.01,7.2,12.13,0.86,0.86,0.88,12.28,5.4,81.03,43.59,73.42,11,2431273,200006,146090
VIB,Vietnam International Commercial Joint Stock Bank,2007,JSCB,,,,,,,17686761,2182533,16744250,132471,208397,212736,22348049,39305035,0.02,0.02,0.03,1240563,445579,174368,33175,180414,387957,1448106,1686142,0.02,0.02,1949745,341850,-179754,2111841,0.02,5.55,12.34,1.24,0.79,0.79,14.15,3.17,79.84,56.86,126.35,-4.74,6250894,425699,308822
VIB,Vietnam International Commercial Joint Stock Bank,2008,JSCB,2465,107,314.37,7242.26,0.02,0,23905294,2292538,19774509,186653,364557,277947,14666601,34719057,0.02,0.02,0.02,3279493,124467,,,,,3279493,3403960,0.02,0.02,4098267,215692,-73476,4240483,0.02,6.6,9.59,1.84,0.94,2.23,33.8,5.58,80.27,42.24,61.35,31.21,3351081,836523,774922
VIB,Vietnam International Commercial Joint Stock Bank,2009,JSCB,2709,116,490.89,11463.95,0.02,0,32364898,2948898,27352682,249543,348990,250441,29035819,56638942,0.02,0.02,0.02,2586595,109355,,,,,2586595,2695950,0.02,0.02,3721763,567451,-112351,4176863,0.02,5.21,9.11,1.28,0.91,2.35,45.1,3.91,64.54,51.26,89.71,8.57,5328029,1480913,1329818
VIB,Vietnam International Commercial Joint Stock Bank,2010,JSCB,3242,135,611.28,14679.7,0.02,0,44990328,6593161,41730941,473302,473302,223037,51872951,93826929,0.02,0.02,0.03,4727048,113163,,,,,4727048,4840211,0.02,0.02,6821796,552779,-292301,7082274,0.02,7.03,14.65,1.13,1.13,2.11,30.06,4.04,68.34,55.29,115.3,2.28,5915017,2242063,1981759
VIB,Vietnam International Commercial Joint Stock Bank,2011,JSCB,4259,160,548.32,14595.49,0.02,0.01,44149126,8160066,43497212,687566,687566,293434,53158895,96949541,0.02,0.02,0.02,8100793,589753,,,,,8100793,8690546,0.02,0.02,11835087,374480,-973837,11235730,0.02,8.42,18.48,1.58,1.58,2.41,28.62,7.02,77.35,54.83,120.41,-1.21,4282925,2545184,2335279
VIB,Vietnam International Commercial Joint Stock Bank,2012,JSCB,3748,152,623.44,15372.68,0.02,0.01,39061259,8371463,33887202,574167,574167,403744,30732460,65023406,0.01,0.01,0.01,5722070,390364,,,,,5722070,6112434,0.02,0.02,8710770,662650,-743964,8629456,0.02,12.87,21.43,1.69,1.69,3.59,27.91,9.72,70.83,47.26,78.68,19.11,4186768,2517022,2336648
VIB,Vietnam International Commercial Joint Stock Bank,2013,JSCB,3349,153,15,328.42,0.02,0.01,43239428,7982626,35238517,925391,993920,364845,41271308,76874670,0.01,0.01,0.02,2854483,1747648,711920,105041,744536,1561497,3671444,4602131,0.01,0.01,4790141,764139,-871058,4683222,0.01,10.38,18.46,2.82,2.63,0.07,0.63,4.69,98.27,53.69,95.45,-1.93,3894464,81091,50248
VIB,Vietnam International Commercial Joint Stock Bank,2014,JSCB,3436,,152.12,,0.02,,49051909,8500263,38178786,889215,959887,365476,42116697,80660959,0.01,0.01,0.01,2582927,1800228,843026,87055,703633,1633714,3513008,4383155,0.01,0.01,4875812,1343704,-1188008,5031508,0.01,10.54,17.33,2.51,2.33,0.65,6.15,5.44,87.11,52.21,85.86,3.48,5039577,648353,522670
VIB,Vietnam International Commercial Joint Stock Bank,2015,JSCB,3884,156,134.16,3340.17,0.02,0.03,53303964,8610809,47777031,752476,989176,395754,36136047,84308832,0.01,0.01,0.01,2450185,1958661,867559,86509,811172,1765240,3404253,4408846,0.01,0.01,4794299,778762,-509071,5063990,0.01,10.21,16.15,2.07,1.57,0.62,6.05,6.49,87.06,42.86,67.79,15.95,29405270,655144,521066
VIB,Vietnam International Commercial Joint Stock Bank,2016,JSCB,4195,,133.91,,0.03,,59260842,8742774,60179583,1015242,1549719,378176,43959198,104516957,0.01,0.01,0.01,2665553,2256261,1118077,89714,884837,2092628,3873344,4921814,0.01,0.01,5291791,938366,-606127,5624030,0.01,8.36,14.75,2.58,1.69,0.54,6.43,5.97,87.51,42.06,74.18,-0.42,,702216,561732
VIB,Vietnam International Commercial Joint Stock Bank,2017,JSCB,5005,163,224.63,6897.42,0.02,0.05,68377753,8787521,79864220,944860,1986684,369709,42925188,123159117,0.01,0.01,0.01,3796588,2555952,1324020,90904,919533,2334457,5211512,6352540,0.01,0.01,7252564,854981,-349935,7757610,0.01,7.14,12.85,2.49,1.18,0.91,12.79,8.05,81.89,34.85,62.78,8.48,,1405070,1124279
VIB,Vietnam International Commercial Joint Stock Bank,2018,JSCB,5372,163,408.4,13459.64,0.02,0.02,84862629,10667645,96138735,877765,2421651,350758,42676723,139166216,0.01,0.02,0.02,5260350,3065669,1639419,548387,501910,2689716,7448156,8326019,0.02,0.02,10085843,1636233,-653487,11068589,0.02,7.67,12.57,2.52,0.91,1.58,20.57,11.31,75.22,30.67,50.29,22.65,79513915,2742570,2193921
VIB,Vietnam International Commercial Joint Stock Bank,2019,JSCB,7112,163,459.28,20039.28,0.02,0.02,122357044,13429644,129199808,1285722,2536542,365109,54966568,184531485,0.02,0.02,0.02,7648003,3941174,2276053,620637,540410,3437100,10544693,11589177,0.02,0.02,13861218,2442941,-632725,15671434,0.02,7.28,10.98,1.96,1,1.77,24.32,11.3,73.95,29.79,44.92,31.02,94292397,4082257,3266402
VIB,Vietnam International Commercial Joint Stock Bank,2020,JSCB,9437,166,491.93,27965.87,0.03,0.02,150349095,17973814,169520235,1748191,2957445,406873,74748569,244675677,0.02,0.02,0.02,8940999,5107702,3232366,90422,1142084,4464872,12263787,14048701,0.02,0.02,17437106,3362237,-947635,19851708,0.02,7.35,11.95,1.74,1.03,1.9,25.83,11.37,70.77,30.55,49.72,22.5,157135999,5803007,4642334
VIB,Vietnam International Commercial Joint Stock Bank,2021,JSCB,9895,166,647.78,38612.95,0.04,0.02,173564890,21290740,201516754,2400324,4670158,604158,107396217,309517129,0.02,0.03,0.03,9158864,6120005,3593892,117749,1570202,5281843,12870505,15278869,0.03,0.03,20975011,3912918,-1598048,23289881,0.03,6.88,12.27,2.32,1.19,2.07,30.11,11,65.6,34.7,61.88,16.28,135278161,8011012,6409750
VIB,Vietnam International Commercial Joint Stock Bank,2022,JSCB,10222,177,828.48,47846.14,0.03,0.02,200123940,32651042,231944016,3064773,3445907,699685,110155224,342798925,0.02,0.02,0.02,12546784,7591187,4082383,144843,1969888,6197114,16774010,20137971,0.03,0.03,27509339,4489356,-1279609,30719086,0.03,9.52,16.32,1.49,1.32,2.47,25.94,13.58,65.56,32.13,55.04,29.95,323351258,10581115,8468767
VPB,Vietnam Commercial Joint Stock Bank for Private Enterprise,2003,JSCB,437,17,,,0.01,0.01,1842884,208742,1508955,797,199182,9715,973994,2492664,0.01,0.01,0.01,100292,34389,14013,1509,17327,32849,115814,134681,0.01,0.01,137947,39562,-42828,134681,0.01,8.37,11.33,13.2,0.05,,,3.87,100,39.07,52.85,13.1,478144,,
VPB,Vietnam Commercial Joint Stock Bank for Private Enterprise,2004,JSCB,607,26,,,0.01,0.01,1824539,199297,1864339,,9322,10076,2274873,4149288,0,0,0.01,167683,51790,21364,2303,26460,50127,191350,219473,0.01,0.01,264372,15113,-60012,219473,0.01,4.8,10.92,0.5,,,,4.25,100,54.83,124.68,-21.4,735716,,
VPB,Vietnam Commercial Joint Stock Bank for Private Enterprise,2005,JSCB,782,35,71.08,1588.09,0.01,0.01,3209771,328265,3295408,,24716,32794,2761961,6090163,0.01,0.01,0.01,286701,84895,32726,2943,45374,81043,322370,371596,0.01,0.01,432054,22836,-7085,447805,0.01,5.39,10.23,0.75,,0.91,16.93,5.26,82.98,45.35,86.05,-17.59,794749,76209,55583
